N,종목명,현재가,전일비,등락률,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROE,Detail URL
183,코스맥스,"85,300",300,-0.35%,500,"8,572","10,050",18.11,"50,700",26.93,10.45,https://finance.naver.com/item/main.nhn?code=192820
184,오리온홀딩스,"13,500",200,-1.46%,500,"8,457","62,645",14.64,"82,381",17.49,2.55,https://finance.naver.com/item/main.nhn?code=001800
185,현대오토에버,"38,800",450,-1.15%,500,"8,148","21,000",1.50,"12,342",14.52,11.71,https://finance.naver.com/item/main.nhn?code=307950
186,DGB금융지주,"4,785",35,-0.73%,"5,000","8,094","169,146",46.81,"282,207",2.47,7.31,https://finance.naver.com/item/main.nhn?code=139130
187,롯데칠성,"101,000",500,+0.50%,500,"8,073","7,993",20.64,"19,224",-6.22,-11.68,https://finance.naver.com/item/main.nhn?code=005300
188,동원산업,"219,000","7,000",+3.30%,"5,000","8,054","3,678",6.82,"5,419",17.34,4.45,https://finance.naver.com/item/main.nhn?code=006040
189,현대홈쇼핑,"66,900","1,000",-1.47%,"5,000","8,028","12,000",23.97,"11,162",9.34,5.03,https://finance.naver.com/item/main.nhn?code=057050
190,KODEX 단기채권PLUS,"102,305",15,+0.01%,0,"7,989","7,809",0.00,"1,825",N/A,N/A,https://finance.naver.com/item/main.nhn?code=214980
191,코오롱인더,"29,600",300,-1.00%,"5,000","7,986","26,979",14.14,"96,673",27.11,1.58,https://finance.naver.com/item/main.nhn?code=120110
192,태광산업,"716,000","14,000",-1.92%,"5,000","7,972","1,113",10.34,845,5.86,4.34,https://finance.naver.com/item/main.nhn?code=003240
193,삼양식품,"105,000","3,500",+3.45%,"5,000","7,910","7,533",5.26,"94,221",13.28,23.15,https://finance.naver.com/item/main.nhn?code=003230
194,쿠쿠홈시스,"34,900",600,-1.69%,100,"7,831","22,437",4.94,"10,237",12.08,16.10,https://finance.naver.com/item/main.nhn?code=284740
195,롯데제과,"117,000","1,000",-0.85%,500,"7,508","6,417",17.77,"2,125",19.72,3.19,https://finance.naver.com/item/main.nhn?code=280360
196,동원F&B,"193,500","10,000",+5.45%,"5,000","7,467","3,859",6.97,"11,376",11.37,10.00,https://finance.naver.com/item/main.nhn?code=049770
197,대상,"21,350","1,350",+6.75%,"1,000","7,397","34,648",16.96,"544,420",7.17,11.17,https://finance.naver.com/item/main.nhn?code=001680
198,KODEX MSCI Korea TR,"8,070",60,-0.74%,0,"7,360","91,200",11.40,"328,988",N/A,N/A,https://finance.naver.com/item/main.nhn?code=278540
199,NICE,"19,200",200,-1.03%,500,"7,273","37,882",19.00,"12,058",24.90,4.39,https://finance.naver.com/item/main.nhn?code=034310
200,현대그린푸드,"7,440",120,-1.59%,500,"7,269","97,704",12.18,"201,344",13.26,3.20,https://finance.naver.com/item/main.nhn?code=005440
201,아이에스동서,"23,500",300,-1.26%,500,"7,260","30,893",6.13,"21,121",10.99,6.10,https://finance.naver.com/item/main.nhn?code=010780
202,애경산업,"27,450",750,-2.66%,"1,000","7,250","26,410",2.73,"85,275",17.36,12.86,https://finance.naver.com/item/main.nhn?code=018250
203,동아에스티,"85,600",600,-0.70%,"5,000","7,228","8,444",26.02,"7,212",10.19,11.58,https://finance.naver.com/item/main.nhn?code=170900
204,롯데관광개발,"10,400",200,-1.89%,500,"7,205","69,276",8.27,"100,729",-50.98,-4.77,https://finance.naver.com/item/main.nhn?code=032350
205,화승엔터프라이즈,"11,900",300,-2.46%,500,"7,204","60,537",3.82,"201,194",11.54,19.87,https://finance.naver.com/item/main.nhn?code=241590
206,SK가스,"76,300",400,+0.53%,"5,000","7,043","9,230",6.39,"14,301",4.43,9.85,https://finance.naver.com/item/main.nhn?code=018670
207,다우기술,"15,500",150,-0.96%,500,"6,954","44,867",22.94,"47,595",3.75,14.62,https://finance.naver.com/item/main.nhn?code=023590
208,아주캐피탈,"11,950",50,-0.42%,"5,000","6,877","57,546",1.41,"8,751",6.77,12.97,https://finance.naver.com/item/main.nhn?code=033660
209,아모레퍼시픽우,"62,500","1,200",-1.88%,500,"6,599","10,558",69.08,"13,791",18.06,N/A,https://finance.naver.com/item/main.nhn?code=090435
210,휴켐스,"15,900",250,-1.55%,"1,000","6,500","40,879",11.67,"45,000",9.24,10.82,https://finance.naver.com/item/main.nhn?code=069260
211,대덕전자,"8,280",40,-0.48%,500,"6,459","78,007",15.41,"341,805",10.43,6.38,https://finance.naver.com/item/main.nhn?code=008060
212,일양약품,"33,600",500,-1.47%,"2,500","6,413","19,086",10.22,"141,432",65.75,5.20,https://finance.naver.com/item/main.nhn?code=007570
213,한전기술,"16,700",150,-0.89%,200,"6,383","38,220",2.70,"46,523",24.17,5.54,https://finance.naver.com/item/main.nhn?code=052690
214,미래에셋생명,"3,570",75,-2.06%,"5,000","6,319","177,016",6.32,"20,946",6.46,4.98,https://finance.naver.com/item/main.nhn?code=085620
215,JW중외제약,"30,000",400,-1.32%,"2,500","6,276","20,920",6.48,"158,178",-26.48,-10.31,https://finance.naver.com/item/main.nhn?code=001060
216,QV 코스피 변동성 매칭형 양매도 ETN,"8,920",0,0.00%,0,"6,244","70,000",0.00,0,N/A,N/A,https://finance.naver.com/item/main.nhn?code=550057
217,두산,"37,550",600,-1.57%,"5,000","6,205","16,524",10.14,"56,634",2.06,23.52,https://finance.naver.com/item/main.nhn?code=000150
218,풍산,"21,850","1,200",+5.81%,"5,000","6,123","28,024",7.60,"423,279",34.74,1.28,https://finance.naver.com/item/main.nhn?code=103140
219,ARIRANG 200,"25,665",250,-0.96%,0,"6,121","23,850",0.11,"22,430",N/A,N/A,https://finance.naver.com/item/main.nhn?code=152100
220,후성,"6,600",170,-2.51%,500,"6,112","92,607",5.38,"424,797",75.86,3.85,https://finance.naver.com/item/main.nhn?code=093370
221,SPC삼립,"70,700",500,-0.70%,"5,000","6,101","8,629",3.25,"4,658",30.20,6.34,https://finance.naver.com/item/main.nhn?code=005610
222,한진,"50,100",100,+0.20%,"5,000","5,999","11,975",12.58,"338,071",-191.95,-0.34,https://finance.naver.com/item/main.nhn?code=002320
223,쿠쿠홀딩스,"83,700",900,-1.06%,500,"5,953","7,112",4.68,"3,271",7.49,12.38,https://finance.naver.com/item/main.nhn?code=192400
224,락앤락,"10,800",200,-1.82%,500,"5,852","54,187",72.22,"124,203",35.76,2.44,https://finance.naver.com/item/main.nhn?code=115390
225,빙그레,"59,400","2,200",+3.85%,"5,000","5,852","9,851",26.70,"80,096",14.25,7.36,https://finance.naver.com/item/main.nhn?code=005180
226,종근당홀딩스,"115,500","2,000",+1.76%,"2,500","5,786","5,010",16.33,"18,589",12.85,10.03,https://finance.naver.com/item/main.nhn?code=001630
227,에스엘,"12,000",450,-3.61%,500,"5,784","48,203",14.52,"83,781",7.83,3.00,https://finance.naver.com/item/main.nhn?code=005850
228,보령제약,"12,950",450,-3.36%,500,"5,724","44,200",9.62,"635,345",17.76,11.96,https://finance.naver.com/item/main.nhn?code=003850
229,TIGER MSCI Korea TR,"10,125",95,-0.93%,0,"5,721","56,500",0.00,"48,500",N/A,N/A,https://finance.naver.com/item/main.nhn?code=310970
230,LIG넥스원,"25,900","2,350",+9.98%,"5,000","5,698","22,000",4.65,"428,046",N/A,N/A,https://finance.naver.com/item/main.nhn?code=079550
231,KINDEX 200,"25,735",255,-0.98%,0,"5,675","22,050",10.29,"346,802",N/A,N/A,https://finance.naver.com/item/main.nhn?code=105190
232,제이콘텐트리,"34,500",250,-0.72%,"5,000","5,653","16,385",4.29,"47,158",442.31,0.34,https://finance.naver.com/item/main.nhn?code=036420
233,하나투어,"40,400",550,-1.34%,500,"5,631","13,939",5.44,"42,703",-58.47,-4.22,https://finance.naver.com/item/main.nhn?code=039130
234,한섬,"22,850",600,-2.56%,500,"5,628","24,630",28.92,"47,395",6.60,8.37,https://finance.naver.com/item/main.nhn?code=020000
235,대한전선,655,1,-0.15%,500,"5,610","856,473",1.58,"635,962",-46.79,-3.99,https://finance.naver.com/item/main.nhn?code=001440
236,한일현대시멘트,"33,000","1,300",-3.79%,"5,000","5,551","16,821",0.52,"74,648",13.43,21.69,https://finance.naver.com/item/main.nhn?code=006390
237,한진중공업,"6,600",50,+0.76%,"5,000","5,496","83,274",20.63,"1,622,497",1.27,-132.20,https://finance.naver.com/item/main.nhn?code=097230
238,효성티앤씨,"126,500","2,500",+2.02%,"5,000","5,475","4,328",12.54,"4,696",5.88,20.86,https://finance.naver.com/item/main.nhn?code=298020
239,넥센타이어,"5,570",130,-2.28%,500,"5,440","97,668",8.89,"197,410",4.91,7.94,https://finance.naver.com/item/main.nhn?code=002350
240,동아쏘시오홀딩스,"87,400","1,200",-1.35%,"5,000","5,365","6,138",14.29,"7,850",27.14,2.67,https://finance.naver.com/item/main.nhn?code=000640
241,제주항공,"20,350",50,-0.25%,"5,000","5,364","26,357",3.24,"98,747",-16.19,-9.36,https://finance.naver.com/item/main.nhn?code=089590
242,동원시스템즈,"20,900",300,-1.42%,"5,000","5,354","25,619",1.60,"8,089",14.18,8.69,https://finance.naver.com/item/main.nhn?code=014820
243,HDC,"8,940",80,-0.89%,"5,000","5,341","59,742",23.79,"161,955",2.08,12.58,https://finance.naver.com/item/main.nhn?code=012630
244,롯데하이마트,"22,550",150,+0.67%,"5,000","5,324","23,608",10.47,"96,312",-5.33,-5.02,https://finance.naver.com/item/main.nhn?code=071840
245,씨에스윈드,"30,300","1,350",+4.66%,500,"5,238","17,286",7.21,"47,081",16.41,9.92,https://finance.naver.com/item/main.nhn?code=112610
246,CJ CGV,"24,450",300,-1.21%,500,"5,174","21,161",6.38,"94,750",-3.39,-57.60,https://finance.naver.com/item/main.nhn?code=079160
247,서흥,"44,400","1,100",+2.54%,500,"5,137","11,569",8.32,"45,962",16.19,11.15,https://finance.naver.com/item/main.nhn?code=008490
248,KODEX 코스닥 150,"10,030",45,-0.45%,0,"5,075","50,600",6.51,"1,540,111",N/A,N/A,https://finance.naver.com/item/main.nhn?code=229200
249,KOSEF 200,"25,855",280,-1.07%,0,"5,042","19,500",0.00,"33,850",N/A,N/A,https://finance.naver.com/item/main.nhn?code=069660
250,남선알미늄,"4,570",140,-2.97%,500,"5,035","110,179",3.76,"5,868,989",34.89,8.33,https://finance.naver.com/item/main.nhn?code=008350
251,S&T모티브,"34,150",400,-1.16%,"5,000","4,994","14,623",24.80,"18,403",205.72,0.33,https://finance.naver.com/item/main.nhn?code=064960
252,롯데정보통신,"32,300",50,-0.15%,"5,000","4,973","15,396",3.52,"26,989",8.78,14.77,https://finance.naver.com/item/main.nhn?code=286940
253,삼화콘덴서,"47,650",750,-1.55%,"1,000","4,953","10,395",11.93,"59,831",16.71,21.24,https://finance.naver.com/item/main.nhn?code=001820
254,LG상사,"12,650",200,-1.56%,"5,000","4,903","38,760",14.34,"110,752",17.16,2.49,https://finance.naver.com/item/main.nhn?code=001120
255,영원무역홀딩스,"35,750",550,-1.52%,500,"4,875","13,636",23.80,"1,812",4.03,9.60,https://finance.naver.com/item/main.nhn?code=009970
256,풀무원,"12,550",800,+6.81%,500,"4,780","38,091",1.46,"424,098",151.20,0.95,https://finance.naver.com/item/main.nhn?code=017810
257,SK디스커버리,"25,000",650,-2.53%,"5,000","4,759","19,038",11.79,"106,778",2.83,11.52,https://finance.naver.com/item/main.nhn?code=006120
258,필룩스,"5,530",290,-4.98%,500,"4,745","85,812",8.97,"1,795,617",-32.92,-5.29,https://finance.naver.com/item/main.nhn?code=033180
259,동양생명,"2,940",15,-0.51%,"5,000","4,744","161,359",84.15,"46,244",4.12,4.73,https://finance.naver.com/item/main.nhn?code=082640
260,KODEX Top5PlusTR,"11,500",110,-0.95%,0,"4,669","40,600",12.32,"2,213",N/A,N/A,https://finance.naver.com/item/main.nhn?code=315930
261,현대에이치씨엔,"4,135",35,-0.84%,500,"4,667","112,877",16.88,"88,188",12.34,5.19,https://finance.naver.com/item/main.nhn?code=126560
262,삼성 코스피 양매도 5% OTM ETN,"9,325",0,0.00%,0,"4,662","50,000",0.00,0,N/A,N/A,https://finance.naver.com/item/main.nhn?code=530060
263,KODEX 코스닥150선물인버스,"7,315",45,+0.62%,0,"4,652","63,600",4.42,"24,329,463",N/A,N/A,https://finance.naver.com/item/main.nhn?code=251340
264,유안타증권,"2,320",40,-1.69%,"5,000","4,631","199,597",62.81,"147,700",6.09,6.60,https://finance.naver.com/item/main.nhn?code=003470
265,대신증권,"9,120",30,-0.33%,"5,000","4,631","50,773",22.35,"36,668",8.36,4.79,https://finance.naver.com/item/main.nhn?code=003540
266,경동나비엔,"35,550",350,-0.97%,"1,000","4,529","12,740",9.01,"15,852",16.26,9.59,https://finance.naver.com/item/main.nhn?code=009450
267,진원생명과학,"13,450",450,-3.24%,"1,000","4,454","33,119",10.41,"1,997,028",-42.97,-28.50,https://finance.naver.com/item/main.nhn?code=011000
268,대한해운,"18,150",750,-3.97%,"5,000","4,434","24,427",5.78,"729,187",4.90,11.47,https://finance.naver.com/item/main.nhn?code=005880
269,롯데손해보험,"1,420",20,-1.39%,"1,000","4,407","310,336",1.48,"116,280",-4.73,-6.69,https://finance.naver.com/item/main.nhn?code=000400
270,한국토지신탁,"1,735",25,-1.42%,"1,000","4,381","252,489",12.54,"174,186",4.05,12.72,https://finance.naver.com/item/main.nhn?code=034830
271,SK디앤디,"23,050",300,-1.28%,"1,000","4,377","18,990",4.88,"20,510",9.75,12.66,https://finance.naver.com/item/main.nhn?code=210980
272,이월드,"4,455",80,+1.83%,"1,000","4,372","98,140",0.19,"7,007,372",46.89,4.67,https://finance.naver.com/item/main.nhn?code=084680
273,한세실업,"10,900",250,-2.24%,500,"4,360","40,000",6.65,"43,620","-1,816.67",-0.06,https://finance.naver.com/item/main.nhn?code=105630
274,BGF,"4,510",205,+4.76%,"1,000","4,317","95,717",8.46,"504,472",16.05,1.79,https://finance.naver.com/item/main.nhn?code=027410
275,LG하우시스,"47,800","6,000",+14.35%,"5,000","4,287","8,968",15.13,"349,021",41.31,1.26,https://finance.naver.com/item/main.nhn?code=108670
276,KODEX 코스피,"19,465",140,-0.71%,0,"4,243","21,800",0.01,"27,782",N/A,N/A,https://finance.naver.com/item/main.nhn?code=226490
277,화승인더,"7,580",10,-0.13%,500,"4,193","55,320",15.99,"468,781",7.11,19.66,https://finance.naver.com/item/main.nhn?code=006060
278,덴티움,"37,750",150,-0.40%,500,"4,178","11,069",19.01,"23,335",28.26,7.37,https://finance.naver.com/item/main.nhn?code=145720
279,삼양홀딩스,"48,650",700,-1.42%,"5,000","4,167","8,564",8.17,"9,857",13.98,2.18,https://finance.naver.com/item/main.nhn?code=000070
280,삼성화재우,"130,000","2,500",-1.89%,500,"4,150","3,192",19.44,"3,161",10.22,N/A,https://finance.naver.com/item/main.nhn?code=000815
281,신영증권,"44,150",800,-1.78%,"5,000","4,144","9,386",10.32,"2,179",8.29,6.53,https://finance.naver.com/item/main.nhn?code=001720
282,두산퓨얼셀,"7,410",250,-3.26%,100,"4,112","55,494",3.79,"573,022",N/A,N/A,https://finance.naver.com/item/main.nhn?code=336260
283,롯데푸드,"361,500","1,500",-0.41%,"5,000","4,092","1,132",12.65,"1,950",10.90,5.40,https://finance.naver.com/item/main.nhn?code=002270
284,지역난방공사,"35,250",400,-1.12%,"5,000","4,082","11,579",1.61,"9,002",-15.96,-1.66,https://finance.naver.com/item/main.nhn?code=071320
285,대교,"4,805",75,-1.54%,500,"4,070","84,703",8.43,"122,534",29.66,2.76,https://finance.naver.com/item/main.nhn?code=019680
286,한미반도체,"7,840",90,-1.13%,200,"4,038","51,502",6.27,"75,636",23.26,8.85,https://finance.naver.com/item/main.nhn?code=042700
287,미원에스씨,"75,800",200,-0.26%,500,"3,993","5,268",1.55,31,10.05,N/A,https://finance.naver.com/item/main.nhn?code=268280
288,미래에셋대우2우B,"2,830",5,-0.18%,"5,000","3,962","140,000",5.58,"108,085",3.49,N/A,https://finance.naver.com/item/main.nhn?code=00680K
289,드림텍,"6,390",420,+7.04%,100,"3,961","61,988",30.43,"2,845,356",15.21,13.24,https://finance.naver.com/item/main.nhn?code=192650
290,세방전지,"27,900",50,-0.18%,500,"3,906","14,000",35.79,"20,677",4.98,7.70,https://finance.naver.com/item/main.nhn?code=004490
291,한국콜마홀딩스,"21,550",400,-1.82%,500,"3,866","17,939",19.58,"20,805",9.64,10.51,https://finance.naver.com/item/main.nhn?code=024720
292,남해화학,"7,730",130,-1.65%,"1,000","3,840","49,679",4.14,"162,923",23.93,3.74,https://finance.naver.com/item/main.nhn?code=025860
293,제일약품,"26,050",350,-1.33%,500,"3,831","14,705",3.94,"23,945",-36.18,-5.96,https://finance.naver.com/item/main.nhn?code=271980
294,동국제강,"3,975",50,-1.24%,"5,000","3,793","95,433",26.83,"160,931",-5.54,-3.63,https://finance.naver.com/item/main.nhn?code=001230
295,KINDEX 단기통안채,"100,565",5,0.00%,0,"3,781","3,760",15.96,662,N/A,N/A,https://finance.naver.com/item/main.nhn?code=190620
296,삼양사,"36,650","1,150",+3.24%,"5,000","3,780","10,313",5.62,"32,550",11.55,3.07,https://finance.naver.com/item/main.nhn?code=145990
297,효성화학,"118,000","6,500",+5.83%,"5,000","3,764","3,190",9.27,"52,663",4.29,21.37,https://finance.naver.com/item/main.nhn?code=298000
298,맵스리얼티1,"4,050",45,-1.10%,0,"3,760","92,834",4.20,"19,657",N/A,N/A,https://finance.naver.com/item/main.nhn?code=094800
299,부산가스,"34,000",150,+0.44%,"5,000","3,740","11,000",3.55,393,7.64,7.57,https://finance.naver.com/item/main.nhn?code=015350
300,스카이라이프,"7,740",260,-3.25%,"2,500","3,701","47,822",16.01,"88,590",6.78,8.02,https://finance.naver.com/item/main.nhn?code=053210
301,TIGER 단기채권액티브,"50,265",0,0.00%,0,"3,655","7,272",0.00,734,N/A,N/A,https://finance.naver.com/item/main.nhn?code=272580
302,웅진씽크빅,"2,690",0,0.00%,500,"3,609","134,173",3.33,0,-2.14,-35.62,https://finance.naver.com/item/main.nhn?code=095720
303,하나제약,"22,200",250,-1.11%,500,"3,596","16,200",1.53,"18,162",12.71,13.30,https://finance.naver.com/item/main.nhn?code=293480
304,아이마켓코리아,"9,980",70,-0.70%,500,"3,587","35,943",11.62,"7,134",22.33,4.31,https://finance.naver.com/item/main.nhn?code=122900
305,율촌화학,"14,400",350,+2.49%,500,"3,571","24,800",4.92,"130,902",19.62,5.37,https://finance.naver.com/item/main.nhn?code=008730
306,LF,"12,200",200,-1.61%,"5,000","3,567","29,240",25.43,"31,782",5.27,5.65,https://finance.naver.com/item/main.nhn?code=093050
307,우리종금,527,9,-1.68%,500,"3,553","674,203",2.03,"681,035",6.67,15.63,https://finance.naver.com/item/main.nhn?code=010050
308,에이프로젠 KIC,"2,280",40,-1.72%,500,"3,521","154,439",1.42,"2,116,252",26.51,4.70,https://finance.naver.com/item/main.nhn?code=007460
309,삼진제약,"25,250","1,200",+4.99%,"1,000","3,510","13,900",17.10,"1,474,212",31.10,5.69,https://finance.naver.com/item/main.nhn?code=005500
310,현대건설기계,"17,800",300,-1.66%,"5,000","3,507","19,701",9.50,"49,761",108.54,0.26,https://finance.naver.com/item/main.nhn?code=267270
311,KOSEF 200TR,"29,205",285,-0.97%,0,"3,505","12,000",0.00,"1,365",N/A,N/A,https://finance.naver.com/item/main.nhn?code=294400
312,한일시멘트,"84,100","2,000",-2.32%,"5,000","3,486","4,145",5.84,"5,342",8.61,4.62,https://finance.naver.com/item/main.nhn?code=300720
313,케이씨텍,"17,550",300,-1.68%,500,"3,482","19,839",11.36,"37,804",9.45,13.52,https://finance.naver.com/item/main.nhn?code=281820
314,LG전자우,"20,250",300,-1.46%,"5,000","3,480","17,186",45.66,"31,153",117.05,N/A,https://finance.naver.com/item/main.nhn?code=066575
315,송원산업,"14,500",550,+3.94%,500,"3,480","24,000",19.16,"659,259",10.01,8.24,https://finance.naver.com/item/main.nhn?code=004430
316,유니드,"38,700",800,-2.03%,"5,000","3,440","8,890",5.39,"7,277",5.09,9.87,https://finance.naver.com/item/main.nhn?code=014830
317,서울가스,"68,800",400,+0.58%,"5,000","3,440","5,000",7.46,69,11.79,3.06,https://finance.naver.com/item/main.nhn?code=017390
318,디피씨,"8,250",130,-1.55%,500,"3,438","41,678",1.70,"2,136,776",32.23,7.12,https://finance.naver.com/item/main.nhn?code=026890
319,TIGER 코스닥150,"10,055",45,-0.45%,0,"3,433","34,140",6.57,"358,200",N/A,N/A,https://finance.naver.com/item/main.nhn?code=232080
320,농심홀딩스,"73,700",700,+0.96%,"5,000","3,418","4,638",3.54,"2,257",9.34,4.03,https://finance.naver.com/item/main.nhn?code=072710
